season,week,discrepancy_prob,method1_eliminated,method2_eliminated,method_pair
21,5,0.73,Hayes Grier_S21,Alexa PenaVega_S21,judge_rank_vs_percent_rank
21,6,0.86,Bindi Irwin_S21,Hayes Grier_S21,judge_rank_vs_percent_rank
21,7,0.79,Alexa PenaVega_S21,Carlos PenaVega_S21,judge_rank_vs_percent_rank
21,8,0.74,Carlos PenaVega_S21,Nick Carter_S21,judge_rank_vs_percent_rank
21,9,0.83,Alexa PenaVega_S21,Bindi Irwin_S21,judge_rank_vs_percent_rank
21,10,0.5,Bindi Irwin_S21,Bindi Irwin_S21,judge_rank_vs_percent_rank
21,11,0.68,Carlos PenaVega_S21,Bindi Irwin_S21,judge_rank_vs_percent_rank
22,1,0.85,Jodie Sweetin_S22,Marla Maples_S22,judge_rank_vs_percent_rank
22,2,0.89,Ginger Zee_S22,Jodie Sweetin_S22,judge_rank_vs_percent_rank
22,3,0.85,Wanya Morris_S22,Wanya Morris_S22,judge_rank_vs_percent_rank
22,4,0.8,Antonio Brown_S22,Marla Maples_S22,judge_rank_vs_percent_rank
22,5,0.79,Ginger Zee_S22,Nyle DiMarco_S22,judge_rank_vs_percent_rank
22,6,0.91,Nyle DiMarco_S22,Paige VanZant_S22,judge_rank_vs_percent_rank
22,7,0.91,Wanya Morris_S22,Antonio Brown_S22,judge_rank_vs_percent_rank
22,8,0.81,Ginger Zee_S22,Ginger Zee_S22,judge_rank_vs_percent_rank
22,9,0.8,Nyle DiMarco_S22,Paige VanZant_S22,judge_rank_vs_percent_rank
22,10,0.84,Paige VanZant_S22,Nyle DiMarco_S22,judge_rank_vs_percent_rank
23,1,0.85,James Hinchcliffe_S23,James Hinchcliffe_S23,judge_rank_vs_percent_rank
23,2,0.86,Babyface_S23,Terra Jole_S23,judge_rank_vs_percent_rank
23,3,0.92,Terra Jole_S23,Rick Perry_S23,judge_rank_vs_percent_rank
23,4,0.87,Jana Kramer_S23,Calvin Johnson Jr._S23,judge_rank_vs_percent_rank
23,5,0.89,James Hinchcliffe_S23,Terra Jole_S23,judge_rank_vs_percent_rank
23,6,0.89,Marilu Henner_S23,Jana Kramer_S23,judge_rank_vs_percent_rank
23,7,0.8,Terra Jole_S23,James Hinchcliffe_S23,judge_rank_vs_percent_rank
23,8,0.69,Jana Kramer_S23,Laurie Hernandez_S23,judge_rank_vs_percent_rank
23,9,0.74,Jana Kramer_S23,Jana Kramer_S23,judge_rank_vs_percent_rank
23,10,0.9,Terra Jole_S23,Jana Kramer_S23,judge_rank_vs_percent_rank
23,11,0.44,Calvin Johnson Jr._S23,Laurie Hernandez_S23,judge_rank_vs_percent_rank
24,1,0.87,Rashad Jennings_S24,Rashad Jennings_S24,judge_rank_vs_percent_rank
24,2,0.88,Normani_S24,Rashad Jennings_S24,judge_rank_vs_percent_rank
24,3,0.93,Rashad Jennings_S24,Erika Jayne_S24,judge_rank_vs_percent_rank
24,4,0.89,Rashad Jennings_S24,Simone Biles_S24,judge_rank_vs_percent_rank
24,5,0.84,Simone Biles_S24,Normani_S24,judge_rank_vs_percent_rank
24,6,0.85,Heather Morris_S24,Normani_S24,judge_rank_vs_percent_rank
24,7,0.74,Normani_S24,Rashad Jennings_S24,judge_rank_vs_percent_rank
24,8,0.66,Normani_S24,Rashad Jennings_S24,judge_rank_vs_percent_rank
24,9,0.79,Normani_S24,Rashad Jennings_S24,judge_rank_vs_percent_rank
24,10,0.14,Rashad Jennings_S24,Rashad Jennings_S24,judge_rank_vs_percent_rank
25,1,0.9,Sasha Pieterse_S25,Sasha Pieterse_S25,judge_rank_vs_percent_rank
25,2,0.91,Sasha Pieterse_S25,Frankie Muniz_S25,judge_rank_vs_percent_rank
25,3,0.88,Lindsey Stirling_S25,Jordan Fisher_S25,judge_rank_vs_percent_rank
25,4,0.85,Vanessa Lachey_S25,Jordan Fisher_S25,judge_rank_vs_percent_rank
25,5,0.82,Jordan Fisher_S25,Jordan Fisher_S25,judge_rank_vs_percent_rank
25,6,0.79,Victoria Arlen_S25,Jordan Fisher_S25,judge_rank_vs_percent_rank
25,7,0.81,Drew Scott_S25,Drew Scott_S25,judge_rank_vs_percent_rank
25,8,0.82,Jordan Fisher_S25,Drew Scott_S25,judge_rank_vs_percent_rank
25,9,0.7,Jordan Fisher_S25,Lindsey Stirling_S25,judge_rank_vs_percent_rank
25,10,0.63,Jordan Fisher_S25,Jordan Fisher_S25,judge_rank_vs_percent_rank
26,1,0.82,Josh Norman_S26,Josh Norman_S26,judge_rank_vs_percent_rank
26,2,0.85,Adam Rippon_S26,Josh Norman_S26,judge_rank_vs_percent_rank
26,3,0.7,Adam Rippon_S26,Adam Rippon_S26,judge_rank_vs_percent_rank
26,4,0.21,Adam Rippon_S26,Adam Rippon_S26,judge_rank_vs_percent_rank
27,1,0.88,Juan Pablo Di Pace_S27,DeMarcus Ware_S27,judge_rank_vs_percent_rank
27,2,0.85,Juan Pablo Di Pace_S27,Mary Lou Retton_S27,judge_rank_vs_percent_rank
27,3,0.83,Evanna Lynch_S27,Juan Pablo Di Pace_S27,judge_rank_vs_percent_rank
27,4,0.83,Mary Lou Retton_S27,Alexis Ren_S27,judge_rank_vs_percent_rank
27,5,0.82,Milo Manheim_S27,Juan Pablo Di Pace_S27,judge_rank_vs_percent_rank
27,6,0.92,Evanna Lynch_S27,Juan Pablo Di Pace_S27,judge_rank_vs_percent_rank
27,7,0.71,Joe Amabile_S27,Evanna Lynch_S27,judge_rank_vs_percent_rank
27,8,0.84,Evanna Lynch_S27,Alexis Ren_S27,judge_rank_vs_percent_rank
27,9,0.85,Milo Manheim_S27,Milo Manheim_S27,judge_rank_vs_percent_rank
28,1,0.9,Kel Mitchell_S28,Sean Spicer_S28,judge_rank_vs_percent_rank
28,2,0.86,Mary Wilson_S28,Sean Spicer_S28,judge_rank_vs_percent_rank
28,3,0.82,Kate Flannery_S28,James Van Der Beek_S28,judge_rank_vs_percent_rank
28,4,0.83,Lauren Alaina_S28,Karamo Brown_S28,judge_rank_vs_percent_rank
28,5,0.84,James Van Der Beek_S28,Hannah Brown_S28,judge_rank_vs_percent_rank
28,6,0.91,Kate Flannery_S28,Lauren Alaina_S28,judge_rank_vs_percent_rank
28,7,0.82,James Van Der Beek_S28,Lauren Alaina_S28,judge_rank_vs_percent_rank
28,8,0.83,James Van Der Beek_S28,James Van Der Beek_S28,judge_rank_vs_percent_rank
28,9,0.7,Ally Brooke_S28,Ally Brooke_S28,judge_rank_vs_percent_rank
28,10,0.6,Ally Brooke_S28,Ally Brooke_S28,judge_rank_vs_percent_rank
28,11,0.88,Ally Brooke_S28,Hannah Brown_S28,judge_rank_vs_percent_rank
29,1,0.91,Kaitlyn Bristowe_S29,Jeannie Mai_S29,judge_rank_vs_percent_rank
29,2,0.96,Kaitlyn Bristowe_S29,Carole Baskin_S29,judge_rank_vs_percent_rank
29,3,0.87,Kaitlyn Bristowe_S29,Johnny Weir_S29,judge_rank_vs_percent_rank
29,4,0.89,Skai Jackson_S29,AJ McLean_S29,judge_rank_vs_percent_rank
29,5,0.88,Johnny Weir_S29,Monica Aldama_S29,judge_rank_vs_percent_rank
29,6,0.86,Jeannie Mai_S29,Nelly_S29,judge_rank_vs_percent_rank
29,7,0.93,Nev Schulman_S29,AJ McLean_S29,judge_rank_vs_percent_rank
29,8,0.89,Nev Schulman_S29,Johnny Weir_S29,judge_rank_vs_percent_rank
29,9,0.75,Johnny Weir_S29,Johnny Weir_S29,judge_rank_vs_percent_rank
29,10,0.81,Kaitlyn Bristowe_S29,Skai Jackson_S29,judge_rank_vs_percent_rank
29,11,0.73,Justina Machado_S29,Kaitlyn Bristowe_S29,judge_rank_vs_percent_rank
30,1,0.92,Cody Rigsby_S30,Melora Hardin_S30,judge_rank_vs_percent_rank
30,2,0.92,Melora Hardin_S30,JoJo Siwa_S30,judge_rank_vs_percent_rank
30,3,0.81,Kenya Moore_S30,JoJo Siwa_S30,judge_rank_vs_percent_rank
30,4,0.93,"Mike ""The Miz"" Mizanin_S30",Melora Hardin_S30,judge_rank_vs_percent_rank
30,5,0.86,Olivia Jade_S30,Olivia Jade_S30,judge_rank_vs_percent_rank
30,6,0.91,Amanda Kloots_S30,Iman Shumpert_S30,judge_rank_vs_percent_rank
30,7,0.82,Olivia Jade_S30,JoJo Siwa_S30,judge_rank_vs_percent_rank
30,8,0.86,Suni Lee_S30,Amanda Kloots_S30,judge_rank_vs_percent_rank
30,9,0.69,JoJo Siwa_S30,Melora Hardin_S30,judge_rank_vs_percent_rank
30,10,0.64,JoJo Siwa_S30,Iman Shumpert_S30,judge_rank_vs_percent_rank
31,1,0.91,Sam Champion_S31,Daniel Durant_S31,judge_rank_vs_percent_rank
31,2,0.93,Charli D'Amelio_S31,Sam Champion_S31,judge_rank_vs_percent_rank
31,3,0.86,Charli D'Amelio_S31,Trevor Donovan_S31,judge_rank_vs_percent_rank
31,4,0.94,Jordin Sparks_S31,Heidi D'Amelio_S31,judge_rank_vs_percent_rank
31,5,0.86,Selma Blair_S31,Gabby Windey_S31,judge_rank_vs_percent_rank
31,6,0.83,Daniel Durant_S31,Gabby Windey_S31,judge_rank_vs_percent_rank
31,7,0.77,Charli D'Amelio_S31,Charli D'Amelio_S31,judge_rank_vs_percent_rank
31,8,0.76,Daniel Durant_S31,Charli D'Amelio_S31,judge_rank_vs_percent_rank
31,9,0.69,Gabby Windey_S31,Shangela_S31,judge_rank_vs_percent_rank
31,10,0.63,Charli D'Amelio_S31,Wayne Brady_S31,judge_rank_vs_percent_rank
32,1,0.94,Barry Williams_S32,Ariana Madix_S32,judge_rank_vs_percent_rank
32,2,0.83,Mira Sorvino_S32,Mira Sorvino_S32,judge_rank_vs_percent_rank
32,3,0.85,Charity Lawson_S32,Xochitl Gomez_S32,judge_rank_vs_percent_rank
32,4,0.83,Xochitl Gomez_S32,Ariana Madix_S32,judge_rank_vs_percent_rank
32,5,0.87,Jason Mraz_S32,Jason Mraz_S32,judge_rank_vs_percent_rank
32,6,0.93,Xochitl Gomez_S32,Lele Pons_S32,judge_rank_vs_percent_rank
32,7,0.96,Xochitl Gomez_S32,Ariana Madix_S32,judge_rank_vs_percent_rank
32,8,0.82,Ariana Madix_S32,Ariana Madix_S32,judge_rank_vs_percent_rank
32,9,0.69,Jason Mraz_S32,Jason Mraz_S32,judge_rank_vs_percent_rank
32,10,0.8,Xochitl Gomez_S32,Charity Lawson_S32,judge_rank_vs_percent_rank
32,11,0.63,Charity Lawson_S32,Xochitl Gomez_S32,judge_rank_vs_percent_rank
33,1,0.85,Chandler Kinney_S33,Stephen Nedoroscik_S33,judge_rank_vs_percent_rank
33,2,0.93,Ilona Maher_S33,Jenn Tran_S33,judge_rank_vs_percent_rank
33,3,0.9,Eric Roberts_S33,Chandler Kinney_S33,judge_rank_vs_percent_rank
33,4,0.83,Danny Amendola_S33,Danny Amendola_S33,judge_rank_vs_percent_rank
33,5,0.87,Joey Graziadei_S33,Danny Amendola_S33,judge_rank_vs_percent_rank
33,6,0.86,Dwight Howard _S33,Chandler Kinney_S33,judge_rank_vs_percent_rank
33,7,0.69,Chandler Kinney_S33,Joey Graziadei_S33,judge_rank_vs_percent_rank
33,8,0.65,Chandler Kinney_S33,Chandler Kinney_S33,judge_rank_vs_percent_rank
33,9,0.88,Chandler Kinney_S33,Ilona Maher_S33,judge_rank_vs_percent_rank
34,1,0.89,Andy Richter_S34,Jen Affleck_S34,judge_rank_vs_percent_rank
34,2,0.91,Jordan Chiles_S34,Alix Earle_S34,judge_rank_vs_percent_rank
34,3,0.88,Jordan Chiles_S34,Jordan Chiles_S34,judge_rank_vs_percent_rank
34,4,0.81,Hilaria Baldwin_S34,Whitney Leavitt_S34,judge_rank_vs_percent_rank
34,5,0.84,Dylan Efron_S34,Danielle Fishel_S34,judge_rank_vs_percent_rank
34,6,0.8,Whitney Leavitt_S34,Danielle Fishel_S34,judge_rank_vs_percent_rank
34,7,0.79,Jordan Chiles_S34,Dylan Efron_S34,judge_rank_vs_percent_rank
34,8,0.78,Andy Richter_S34,Whitney Leavitt_S34,judge_rank_vs_percent_rank
34,9,0.75,Dylan Efron_S34,Dylan Efron_S34,judge_rank_vs_percent_rank
34,10,0.9,Whitney Leavitt_S34,Alix Earle_S34,judge_rank_vs_percent_rank
34,11,0.82,Alix Earle_S34,Robert Irwin_S34,judge_rank_vs_percent_rank
